업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
나드리뷔페,제주특별자치도 제주시 일주서로 7592-3,149,064-743-1161,출장조리,2021-02-23
밥짓는행복,제주특별자치도 제주시 구산로4길 9-3,19.69,064-757-0091,출장조리,2021-02-23
운암정,제주특별자치도 제주시 연삼로 330 ,99.9,064-759-3359,출장조리,2021-02-23
제주통돼지바베큐,제주특별자치도 제주시 월대3길 17,83.25,064-743-0089,출장조리,2021-02-23
주식회사대야,제주특별자치도 제주시 국기로2길 2-7,82.31,,출장조리,2021-02-23
청정뷔페앤제사,제주특별자치도 제주시 한북로 222,135,064-748-5577,출장조리,2021-02-23
팜스파티,제주특별자치도 제주시 일주서로 7321,203.28,,출장조리,2021-02-23
(주)지앤엘(중식),제주특별자치도 제주시 삼무로 67,381.25,064-741-8000,중국식,2021-02-23
1950에어차이나제주공항점,제주특별자치도 제주시 공항로 2,366.5,064-749-8991,중국식,2021-02-23
가야성,제주특별자치도 제주시 남녕로 51 ,36.83,064-743-7444,중국식,2021-02-23
가효,제주특별자치도 제주시 서사로 4 ,28.25,,중국식,2021-02-23
강쉐프,제주특별자치도 제주시 정든로 39,142.61,064-753-3696,중국식,2021-02-23
개성회관,제주특별자치도 제주시 용해로 17,434.7,064-712-3588,중국식,2021-02-23
개원,제주특별자치도 제주시 관덕로13길 8-2 ,234.22,064-753-1485,중국식,2021-02-23
고팡지,제주특별자치도 제주시 서해안로 470,93.8,064-752-4208,중국식,2021-02-23
곰표반점,제주특별자치도 제주시 화삼북로 63,95,,중국식,2021-02-23
곰표반점도련점,제주특별자치도 제주시 삼봉로 47,130,064-758-5548,중국식,2021-02-23
곽지가,제주특별자치도 제주시 애월읍 일주서로 6025,22.8,064-799-1606,중국식,2021-02-23
구삼반점,제주특별자치도 제주시 정든로 50 ,37.66,064-721-9333,중국식,2021-02-23
국진장,제주특별자치도 제주시 전농로 56-1 ,51,064-757-3254,중국식,2021-02-23
귀빈반점,제주특별자치도 제주시 정원로 53-1 ,59.82,064-749-3080,중국식,2021-02-23
금보성,제주특별자치도 제주시 서광로29길 24,95.25,064-757-4025,중국식,2021-02-23
금천루,제주특별자치도 제주시 애월읍 신엄9길 3,95.13,,중국식,2021-02-23
길림성,제주특별자치도 제주시 남성로 37,120,064-724-6660,중국식,2021-02-23
김주학짬뽕,제주특별자치도 제주시 동문로14길 10,89.62,,중국식,2021-02-23
꼬꼬반점,제주특별자치도 제주시 광양7길 32 ,52.77,064-752-7774,중국식,2021-02-23
꾼짬뽕,제주특별자치도 제주시 조천읍 비자림로 787,54,,중국식,2021-02-23
너는봄,제주특별자치도 제주시 구좌읍 해맞이해안로 997,99.21,,중국식,2021-02-23
다래향2호점,제주특별자치도 제주시 구좌읍 세화1길 4,137.55,064-782-7706,중국식,2021-02-23
다소니,제주특별자치도 제주시 고전길 2,51.24,064-756-6002,중국식,2021-02-23
대관원,제주특별자치도 제주시 신대로13길 3 ,148.07,064-746-6067,중국식,2021-02-23
대구,제주특별자치도 제주시 서광로 173 ,85,064-753-3598,중국식,2021-02-23
대야성,제주특별자치도 제주시 서사로18길 21 ,23.12,064-756-4001,중국식,2021-02-23
대한식당앤오태식해바라기치킨영평점,제주특별자치도 제주시 중앙로 601,105.79,064-724-8480,중국식,2021-02-23
더중국집,제주특별자치도 제주시 신설로9길 8-3,122.74,,중국식,2021-02-23
더회전훠궈,제주특별자치도 제주시 노연로 55,253.41,,중국식,2021-02-23
덕성원,제주특별자치도 제주시 신설로11길 8-6 ,208.98,064-759-0010,중국식,2021-02-23
도원춘,제주특별자치도 제주시 한림읍 명랑로 15,172.49,064-796-6264,중국식,2021-02-23
도향촌,제주특별자치도 제주시 한림읍 한림상로 166,128.73,064-796-1135,중국식,2021-02-23
돈드림,제주특별자치도 제주시 조천읍 함덕19길 7,171,,중국식,2021-02-23
돈짬,제주특별자치도 제주시 1100로 3320,308.4,064-712-5855,중국식,2021-02-23
동대반점,제주특별자치도 제주시 연무정길 22 ,23.33,064-724-7798,중국식,2021-02-23
동북왕,제주특별자치도 제주시 사장1길 43 ,371.88,064-747-3999,중국식,2021-02-23
동해루,제주특별자치도 제주시 추자면 추자로 58,49.84,,중국식,2021-02-23
돼지,제주특별자치도 제주시 신산로15길 53 ,41.48,064-757-4296,중국식,2021-02-23
따봉마라탕,제주특별자치도 제주시 다랑곶2길 44,21.84,,중국식,2021-02-23
또또,제주특별자치도 제주시 성신로1길 11 ,48.76,064-747-9494,중국식,2021-02-23
라이라이,제주특별자치도 제주시 절물3길 4,101.2,064-713-5488,중국식,2021-02-23
라이진,제주특별자치도 제주시 애월읍 하광로 463-1,97.24,064-713-0920,중국식,2021-02-23
래원,제주특별자치도 제주시 과원북4길 3 ,255.93,064-711-8234,중국식,2021-02-23
레드팬더,제주특별자치도 제주시 신대로18길 51 ,109.34,064-745-6410,중국식,2021-02-23
로우허판,제주특별자치도 제주시 성신로 15,64.46,,중국식,2021-02-23
루샹,제주특별자치도 제주시 서광로29길 14,96.61,064-900-0188,중국식,2021-02-23
리엘루,제주특별자치도 제주시 애월읍 고성남길 36,88,,중국식,2021-02-23
리향,제주특별자치도 제주시 용해로 49 ,61.22,,중국식,2021-02-23
마차이짬뽕,제주특별자치도 제주시 과원북4길 19,127.19,,중국식,2021-02-23
만강홍,제주특별자치도 제주시 한림읍 한림로 634,201.01,064-796-1771,중국식,2021-02-23
만리성,제주특별자치도 제주시 진군길 31-12 ,112.56,064-742-6255,중국식,2021-02-23
만리향,제주특별자치도 제주시 천수로6길 7-1,91.26,064-722-8788,중국식,2021-02-23
면차롱,제주특별자치도 제주시 한림읍 한림로 380,84.21,064-796-7832,중국식,2021-02-23
모리아짬뽕,제주특별자치도 제주시 조천읍 함덕로 32,44.5,064-745-1255,중국식,2021-02-23
모산봉,제주특별자치도 제주시 구좌읍 김녕로 132,126.63,064-783-5118,중국식,2021-02-23
모슬포항부두식당2호점,제주특별자치도 제주시 애월읍 애월로 33,116.12,064-799-7245,중국식,2021-02-23
미짬뽕,제주특별자치도 제주시 제원1길 23,100,064-747-8282,중국식,2021-02-23
바오펑,제주특별자치도 제주시 과원로 51,66,,중국식,2021-02-23
보보세자매김밥,제주특별자치도 제주시 한경면 고산로 4,33,064-773-1188,중국식,2021-02-23
보영반점,제주특별자치도 제주시 한림읍 한림로 692-1,139.3,064-796-2042,중국식,2021-02-23
봉개주몽,제주특별자치도 제주시 번영로 483 ,78.49,064-723-1113,중국식,2021-02-23
북경루,제주특별자치도 제주시 신선길 6,26.44,,중국식,2021-02-23
북경반점,제주특별자치도 제주시 전농로 117,384.46,064-722-4256,중국식,2021-02-23
북경양꼬치,제주특별자치도 제주시 신대로16길 50 ,89.52,064-749-1909,중국식,2021-02-23
비룡,제주특별자치도 제주시 남성로 129-5 ,33.05,,중국식,2021-02-23
비양도봄날,제주특별자치도 제주시 한림읍 비양도길 62,84.69,,중국식,2021-02-23
뽕스차이나,제주특별자치도 제주시 아란8길 10,114,,중국식,2021-02-23
사리원,제주특별자치도 제주시 진군2길 9 ,142.6,064-746-3981,중국식,2021-02-23
사천빠슈마라탕외도점,제주특별자치도 제주시 우정로6길 32-1,96.77,,중국식,2021-02-23
사천요리,제주특별자치도 제주시 신대로16길 50,78.63,,중국식,2021-02-23
산호반점,제주특별자치도 제주시 우도면 우도해안길 252,98.24,,중국식,2021-02-23
삼양백년짜장,제주특별자치도 제주시 설촌로12길 36,70.6,,중국식,2021-02-23
삼화배달통,제주특별자치도 제주시 건주로4길 32-1 ,33,064-753-0306,중국식,2021-02-23
상하이반점,제주특별자치도 제주시 구좌읍 세화5길 6-2,71.5,064-783-1198,중국식,2021-02-23
생생,제주특별자치도 제주시 신산로9길 51 ,39.39,064-755-2333,중국식,2021-02-23
샤브왕,제주특별자치도 제주시 한림읍 일주서로 5167,493.48,,중국식,2021-02-23
샤오핑,제주특별자치도 제주시 연신로 71,119,064-702-4070,중국식,2021-02-23
성원아라점,제주특별자치도 제주시 인다12길 1,63.68,064-726-3366,중국식,2021-02-23
소리원,제주특별자치도 제주시 연동12길 37 ,113.12,,중국식,2021-02-23
소리원저지점,제주특별자치도 제주시 한경면 중산간서로 3679,70.71,,중국식,2021-02-23
소림마라제주점,제주특별자치도 제주시 동화로1길 9,29.4,064-726-5858,중국식,2021-02-23
소북경,제주특별자치도 제주시 원노형로 54,395.68,,중국식,2021-02-23
송림반점,제주특별자치도 제주시 관덕로 2-1,33,064-722-4229,중국식,2021-02-23
수카사,제주특별자치도 제주시 구좌읍 행원로9길 11,70.14,,중국식,2021-02-23
수타명가,제주특별자치도 제주시 한림읍 일주서로 5834,134.11,,중국식,2021-02-23
시청시장통닭,제주특별자치도 제주시 중앙로 254,61.85,064-723-5282,중국식,2021-02-23
신가네짬뽕,제주특별자치도 제주시 한경면 한경해안로 294-16,68.31,,중국식,2021-02-23
신동양,제주특별자치도 제주시 임항로 284 ,63.96,064-753-5360,중국식,2021-02-23
신미향,제주특별자치도 제주시 일주동로 281 ,62.82,064-702-0860,중국식,2021-02-23
신이네사거리식당,제주특별자치도 제주시 조천읍 남조로 3127,82.5,064-783-8586,중국식,2021-02-23
신촌불닭발종로빈대떡,제주특별자치도 제주시 건주로4길 10-5,146,,중국식,2021-02-23
신춘반점,제주특별자치도 제주시 진동로5길 30,74.2,064-722-6992,중국식,2021-02-23
심향(중식당),제주특별자치도 제주시 중앙로 151 ,342.74,064-724-2001,중국식,2021-02-23
아라평화,제주특별자치도 제주시 중앙로 486,82.5,064-724-1366,중국식,2021-02-23
아서원,제주특별자치도 제주시 서사로6길 2,46.2,064-722-5883,중국식,2021-02-23
아성,제주특별자치도 제주시 신성로 59 ,21.6,064-758-8034,중국식,2021-02-23
아젠토피오레컨벤션,제주특별자치도 제주시 서광로 112,1980.46,064-713-8888,중국식,2021-02-23
아주반점,제주특별자치도 제주시 관덕로13길 4 ,163.17,064-722-5161,중국식,2021-02-23
안동본가국밥관광대점,제주특별자치도 제주시 애월읍 평화로 2727,128,064-744-9119,중국식,2021-02-23
애월성,제주특별자치도 제주시 애월읍 애월로7길 2,86.3,,중국식,2021-02-23
양자강,제주특별자치도 제주시 한림읍 한림로 403,79.08,064-796-8255,중국식,2021-02-23
여루다,제주특별자치도 제주시 용해로 61,21,064-755-8717,중국식,2021-02-23
연동대복관,제주특별자치도 제주시 신대로 126 ,58.44,064-742-0152,중국식,2021-02-23
연예인,제주특별자치도 제주시 삼무로11길 36 ,76.44,064-743-3639,중국식,2021-02-23
연화양꼬치,제주특별자치도 제주시 연동8길 28,104.59,,중국식,2021-02-23
영반점,제주특별자치도 제주시 서사로 35 ,45.37,064-752-0593,중국식,2021-02-23
영성반점,제주특별자치도 제주시 진군길 1-1,104.92,064-746-3241,중국식,2021-02-23
영식이네짜장,제주특별자치도 제주시 조천읍 일주동로 762,106.8,,중국식,2021-02-23
영양,제주특별자치도 제주시 남성로 20-1 ,42.6,064-753-4803,중국식,2021-02-23
영화루,제주특별자치도 제주시 사장길 15-1,156.66,064-742-8285,중국식,2021-02-23
영흥반점,제주특별자치도 제주시 중앙로 88-8 ,45,064-755-6466,중국식,2021-02-23
오라찐맛짬뽕,제주특별자치도 제주시 오남로 60,73.89,,중국식,2021-02-23
오멍가멍정육식당,제주특별자치도 제주시 오광로 73 ,280.51,,중국식,2021-02-23
오야짬뽕,제주특별자치도 제주시 아봉로 761,56.64,,중국식,2021-02-23
오짜장,제주특별자치도 제주시 조공포길 36 ,140,064-713-9898,중국식,2021-02-23
왔다옛날손짜장,제주특별자치도 제주시 문송길 42 ,21.7,064-744-6141,중국식,2021-02-23
왕서방,제주특별자치도 제주시 애월읍 중엄3길 2-1,79.2,064-713-0090,중국식,2021-02-23
외도반점,제주특별자치도 제주시 우정로7길 24,168.5,064-749-0904,중국식,2021-02-23
용궁반점,제주특별자치도 제주시 한림읍 한림남2길 27,77.76,,중국식,2021-02-23
용의성옛날손짜장,제주특별자치도 제주시 서사로 144 ,51.66,064-724-2428,중국식,2021-02-23
우도이디중식,제주특별자치도 제주시 우도면 우도로 193,101.28,,중국식,2021-02-23
우도짜장면집,제주특별자치도 제주시 우도면 우도해안길 340,190.35,,중국식,2021-02-23
우동사발,제주특별자치도 제주시 삼무로11길 24 ,55.14,064-744-8944,중국식,2021-02-23
월궁,제주특별자치도 제주시 산천단동2길 20 ,114.53,064-702-0133,중국식,2021-02-23
유일,제주특별자치도 제주시 광양7길 13 ,82.5,064-722-4100,중국식,2021-02-23
은혜성,제주특별자치도 제주시 도근내길 98,104.93,064-743-3006,중국식,2021-02-23
은혜중화요리,제주특별자치도 제주시 인다2길 20,94,064-723-0919,중국식,2021-02-23
이비가짬뽕제주1호이호점,제주특별자치도 제주시 도공로 154-7,164.13,064-749-3933,중국식,2021-02-23
이화원,제주특별자치도 제주시 달마루길 20,422.02,064-749-8801,중국식,2021-02-23
인서네,제주특별자치도 제주시 오일장동길 34,66,,중국식,2021-02-23
일도왕서방,제주특별자치도 제주시 태성로3길 8-1,70.52,064-725-1351,중국식,2021-02-23
임성반점,제주특별자치도 제주시 용화로 57-1 ,54.6,064-746-0921,중국식,2021-02-23
자금성,제주특별자치도 제주시 조천읍 신북로 109,78.12,064-783-5759,중국식,2021-02-23
장가계,제주특별자치도 제주시 다랑곶4길 66 ,84,064-745-0029,중국식,2021-02-23
장어나라,제주특별자치도 제주시 중앙로 133 ,94.7,064-722-3913,중국식,2021-02-23
장인반점노형점,제주특별자치도 제주시 월랑로2길 26-1,115.12,064-745-9950,중국식,2021-02-23
장전반점,제주특별자치도 제주시 애월읍 하소로 373,103,,중국식,2021-02-23
저지오름반점,제주특별자치도 제주시 한경면 중산간서로 3649,114.12,,중국식,2021-02-23
전설의짬뽕,제주특별자치도 제주시 동광로 9 ,52,064-722-4743,중국식,2021-02-23
전설의짬뽕하귀점,제주특별자치도 제주시 애월읍 하귀11길 15,139.28,064-711-5958,중국식,2021-02-23
정암식당,제주특별자치도 제주시 동광로1길 30,66,064-759-2468,중국식,2021-02-23
제주광어천국,제주특별자치도 제주시 한림읍 한림로 332-1,100,,중국식,2021-02-23
제주섬신룽푸마라탕한라대점,제주특별자치도 제주시 한라대학로 33,145.75,,중국식,2021-02-23
제주인짬뽕,제주특별자치도 제주시 지석12길 14,86,,중국식,2021-02-23
준반점,제주특별자치도 제주시 조천읍 조함해안로 528,95.23,064-782-3936,중국식,2021-02-23
준이반점,제주특별자치도 제주시 성화로 33 ,55.05,064-711-0507,중국식,2021-02-23
중국집마씸,제주특별자치도 제주시 한경면 두신로 78,87.15,064-751-1881,중국식,2021-02-23
중원(반점),제주특별자치도 제주시 삼무로 49,191.61,064-746-1288,중국식,2021-02-23
중화루,제주특별자치도 제주시 삼무로 68 ,149,064-742-1377,중국식,2021-02-23
즐겨찾기,제주특별자치도 제주시 매촌1길 18 ,86.98,064-758-5525,중국식,2021-02-23
진성루,제주특별자치도 제주시 일주서로 7365,44.88,064-712-4377,중국식,2021-02-23
진성반점,제주특별자치도 제주시 제주대학로 109 ,90,,중국식,2021-02-23
진영루,제주특별자치도 제주시 도두항서7길 13 ,57.43,064-712-5282,중국식,2021-02-23
짜장앤짬뽕,제주특별자치도 제주시 구좌읍 일주동로 2023,121.2,,중국식,2021-02-23
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4 ,89.75,,중국식,2021-02-23
짱돌이와돈순이,제주특별자치도 제주시 신성로14길 16 ,134.42,,중국식,2021-02-23
찐국수랑김밥,제주특별자치도 제주시 서광로20길 17 ,26.5,064-758-7655,중국식,2021-02-23
차이,제주특별자치도 제주시 광양13길 12 ,89.1,064-751-6668,중국식,2021-02-23
차이나인제주,제주특별자치도 제주시 한림읍 한수풀로 324,119.28,064-796-6635,중국식,2021-02-23
차이나하우스앤제주핫팟,제주특별자치도 제주시 노연로 12,1690,064-795-6336,중국식,2021-02-23
차이메이,제주특별자치도 제주시 신설로9길 37 ,116.76,,중국식,2021-02-23
채수윤국수,제주특별자치도 제주시 조천읍 일주동로 1094,50.11,,중국식,2021-02-23
챠우챠우,제주특별자치도 제주시 애월읍 하귀동남2길 17,126.46,064-742-0074,중국식,2021-02-23
천금,제주특별자치도 제주시 북성로 7,100.44,064-722-3174,중국식,2021-02-23
천리향,제주특별자치도 제주시 오복3길 11,47.06,,중국식,2021-02-23
천왕성,제주특별자치도 제주시 서해안로 161 ,47.38,064-747-4855,중국식,2021-02-23
철가방,제주특별자치도 제주시 지석8길 6 ,71.62,064-723-1240,중국식,2021-02-23
청년반점,제주특별자치도 제주시 동문로4길 9,24,,중국식,2021-02-23
청춘키친,제주특별자치도 제주시 신산로 49-1,72,,중국식,2021-02-23
추자북경,제주특별자치도 제주시 추자면 신양서길 13-9,46.2,064-746-7616,중국식,2021-02-23
칭따오객잔,제주특별자치도 제주시 신대로16길 51,264,064-749-4070,중국식,2021-02-23
탕궁훠궈,제주특별자치도 제주시 은남2길 41,174.99,064-901-6888,중국식,2021-02-23
태양상회,제주특별자치도 제주시 중앙로2길 31,71.76,,중국식,2021-02-23
터미널가마솥순대국,제주특별자치도 제주시 서광로4길 8 ,37,064-726-2188,중국식,2021-02-23
파나세아,제주특별자치도 제주시 연동4길 16,69.92,064-712-9369,중국식,2021-02-23
팔플러스퓨전중식,제주특별자치도 제주시 성신로1길 23,51.2,,중국식,2021-02-23
포포,제주특별자치도 제주시 구좌읍 구좌로 62,84.16,,중국식,2021-02-23
하귀비바리,제주특별자치도 제주시 애월읍 하귀9길 11,82.15,064-743-7090,중국식,2021-02-23
하오츠,제주특별자치도 제주시 조천읍 북촌12길 33-3,68.5,064-784-0098,중국식,2021-02-23
한량마초,제주특별자치도 제주시 아봉로 47,59.04,064-755-8312,중국식,2021-02-23
한중원,제주특별자치도 제주시 중앙로24길 20 ,36,064-722-9199,중국식,2021-02-23
함지박반점,제주특별자치도 제주시 한림읍 한림로 644,47.15,,중국식,2021-02-23
해왕성,제주특별자치도 제주시 우령안1길 26 ,87.21,064-713-2066,중국식,2021-02-23
향기마라탕오리전문점,제주특별자치도 제주시 중앙로 140,22.16,064-758-6977,중국식,2021-02-23
홍보석,제주특별자치도 제주시 비월길 5 ,30,064-746-4037,중국식,2021-02-23
홍성원,제주특별자치도 제주시 구좌읍 구좌로 33-9,57.72,064-783-1255,중국식,2021-02-23
화룡각,제주특별자치도 제주시 산지로 13-1 ,108.05,064-722-3353,중국식,2021-02-23
화연,제주특별자치도 제주시 신광로 78,189.55,064-713-8889,중국식,2021-02-23
확끌리네,제주특별자치도 제주시 도남로15길 18,61.88,064-721-9513,중국식,2021-02-23
황궁쟁반행복반점,제주특별자치도 제주시 절물3길 24 ,50.1,,중국식,2021-02-23
황금성반점,제주특별자치도 제주시 진동로1길 7,26.55,064-713-4566,중국식,2021-02-23
황동차이나,제주특별자치도 제주시 애월읍 장소로 88,78.8,,중국식,2021-02-23
황제궁,제주특별자치도 제주시 조천읍 남조로 3090,164.44,,중국식,2021-02-23
효동각,제주특별자치도 제주시 동광로6길 31 ,64.62,064-751-1507,중국식,2021-02-23
79대포제주일도점,제주특별자치도 제주시 천수로8길 1,67,,정종/대포집/소주방,2021-02-23
가마보코,제주특별자치도 제주시 연동8길 28,77.53,,정종/대포집/소주방,2021-02-23
가비닻,제주특별자치도 제주시 애월읍 가문동길 지하 41-2,40,,정종/대포집/소주방,2021-02-23
가이,제주특별자치도 제주시 연동8길 29,22.8,,정종/대포집/소주방,2021-02-23
공룡슈퍼,제주특별자치도 제주시 광양8길 7,132,064-756-0925,정종/대포집/소주방,2021-02-23
괸당네파전,제주특별자치도 제주시 동광로6길 13 ,67.44,,정종/대포집/소주방,2021-02-23
꽃잎,제주특별자치도 제주시 서문로 23-1 ,61.91,064-756-8828,정종/대포집/소주방,2021-02-23
뉴욕야시장,제주특별자치도 제주시 서광로32길 15,92.96,,정종/대포집/소주방,2021-02-23
다다포차,제주특별자치도 제주시 동문로 28-2,39.6,,정종/대포집/소주방,2021-02-23
등불,제주특별자치도 제주시 삼무로 74 ,82.5,,정종/대포집/소주방,2021-02-23
또주랑,제주특별자치도 제주시 동광로15길 50 ,60,064-722-4289,정종/대포집/소주방,2021-02-23
마포화곱창,제주특별자치도 제주시 연삼로 436,105.47,,정종/대포집/소주방,2021-02-23
만객,제주특별자치도 제주시 제원길 6 ,25.2,,정종/대포집/소주방,2021-02-23
모퉁이를비추는해,제주특별자치도 제주시 인다6길 43,66,,정종/대포집/소주방,2021-02-23
무한질주,제주특별자치도 제주시 광양10길 5,184.23,064-725-1322,정종/대포집/소주방,2021-02-23
바다성포장마차,제주특별자치도 제주시 연대마을길 34-1,108.7,,정종/대포집/소주방,2021-02-23
사라봉포차,제주특별자치도 제주시 사라봉7길 36 ,41.12,064-723-9190,정종/대포집/소주방,2021-02-23
소돈리살레,제주특별자치도 제주시 화삼북로2길 9 ,98.82,,정종/대포집/소주방,2021-02-23
솔비,제주특별자치도 제주시 삼무로3길 38 ,80.82,,정종/대포집/소주방,2021-02-23
스페샬남초점,제주특별자치도 제주시 서사로 35,35.2,,정종/대포집/소주방,2021-02-23
싱싱포차,제주특별자치도 제주시 신대로12길 37-1,81.74,,정종/대포집/소주방,2021-02-23
아라포차,제주특별자치도 제주시 중앙로 573,107.9,,정종/대포집/소주방,2021-02-23
아리아리동동,제주특별자치도 제주시 서광로22길 9 ,92.4,064-752-8052,정종/대포집/소주방,2021-02-23
애월공장,제주특별자치도 제주시 애월읍 곽봉로 4-39,84,,정종/대포집/소주방,2021-02-23
어드레감수강,제주특별자치도 제주시 다랑곶4길 25,26.9,064-743-7648,정종/대포집/소주방,2021-02-23
열려라참깨,제주특별자치도 제주시 연수로1길 3 ,48.57,,정종/대포집/소주방,2021-02-23
오라방라운지,제주특별자치도 제주시 은수길 69,28,,정종/대포집/소주방,2021-02-23
용담포차,제주특별자치도 제주시 흥운길 11 ,55.9,,정종/대포집/소주방,2021-02-23
웰빙밥도둑,제주특별자치도 제주시 연동8길 9 ,49.5,064-712-3322,정종/대포집/소주방,2021-02-23
윗세오름,제주특별자치도 제주시 서광로19길 1 ,102.24,,정종/대포집/소주방,2021-02-23
이구,제주특별자치도 제주시 정존11길 22,83.79,,정종/대포집/소주방,2021-02-23
전이좋아,제주특별자치도 제주시 수덕9길 86-2,72.93,,정종/대포집/소주방,2021-02-23
접시고기,제주특별자치도 제주시 광양13길 18 ,110.93,064-755-1120,정종/대포집/소주방,2021-02-23
정쉐프탕수육,제주특별자치도 제주시 월랑로10길 22,56.1,,정종/대포집/소주방,2021-02-23
제주야,제주특별자치도 제주시 구좌읍 세화1길 12,48.24,,정종/대포집/소주방,2021-02-23
짬스뽕스제대점,제주특별자치도 제주시 산천단동3길 31,82.5,,정종/대포집/소주방,2021-02-23
청담이상제주시청점,제주특별자치도 제주시 신성로13길 13,219.55,,정종/대포집/소주방,2021-02-23
초롱박,제주특별자치도 제주시 원노형로 83 ,148.91,064-746-8849,정종/대포집/소주방,2021-02-23
카메라맨,제주특별자치도 제주시 중앙로 지하 144 ,76.44,064-757-4013,정종/대포집/소주방,2021-02-23
코나카,제주특별자치도 제주시 인다14길 28-12,46.2,,정종/대포집/소주방,2021-02-23
크림비어,제주특별자치도 제주시 연신로 74-1 ,114.22,,정종/대포집/소주방,2021-02-23
타니,제주특별자치도 제주시 신설로 40-11,115.25,,정종/대포집/소주방,2021-02-23
탐라요정,제주특별자치도 제주시 광양10길 21,118.79,,정종/대포집/소주방,2021-02-23
포커페이스,제주특별자치도 제주시 신광로 63,140.86,,정종/대포집/소주방,2021-02-23
하루나,제주특별자치도 제주시 한라대학로 97,27.9,,정종/대포집/소주방,2021-02-23
한양춘향노형점,제주특별자치도 제주시 과원북4길 17,50.16,,정종/대포집/소주방,2021-02-23
해가,제주특별자치도 제주시 신성로10길 3,65,,정종/대포집/소주방,2021-02-23
해돋이까페,제주특별자치도 제주시 한림읍 한림북동길 7-6,86.8,,정종/대포집/소주방,2021-02-23
호박이네,제주특별자치도 제주시 신광로10길 21 ,79.24,064-744-4350,정종/대포집/소주방,2021-02-23
황돈가,제주특별자치도 제주시 도남로 14-1,26.64,,정종/대포집/소주방,2021-02-23
그리매,제주특별자치도 제주시 조천읍 남조로 2222,147.13,,전통찻집,2021-02-23
문학쉼팡시집,제주특별자치도 제주시 연동14길 3,55.21,064-742-2423,전통찻집,2021-02-23
사람풍경,제주특별자치도 제주시 조천읍 번영로 1338,172.48,064-783-3800,전통찻집,2021-02-23
숯불덮밥화리,제주특별자치도 제주시 애월읍 유수암평화5길 30,46.53,064-799-7990,전통찻집,2021-02-23
시인의집,제주특별자치도 제주시 조천읍 조천3길 27 ,57.24,,전통찻집,2021-02-23
제주나무카페,제주특별자치도 제주시 조천읍 선교로 560,61.8,,전통찻집,2021-02-23
(주)지앤엘(한식),제주특별자치도 제주시 삼무로 67,177.57,064-741-8000,일식,2021-02-23
가세,제주특별자치도 제주시 고마로 45 ,185.3,064-759-2580,일식,2021-02-23
감탄돈,제주특별자치도 제주시 오래물길 6,131.33,,일식,2021-02-23
개염지영말축,제주특별자치도 제주시 연오로 68,82.34,064-747-9995,일식,2021-02-23
광해,제주특별자치도 제주시 태성로1길 1 ,83.58,,일식,2021-02-23
괸당집함덕점,제주특별자치도 제주시 조천읍 신북로 509,52.08,,일식,2021-02-23
김용복참치,제주특별자치도 제주시 과원북4길 9 ,122.21,064-713-2787,일식,2021-02-23
꽁양꽁양,제주특별자치도 제주시 산천단동3길 16,66,,일식,2021-02-23
놀라면와,제주특별자치도 제주시 조천읍 조함해안로 330-1,84,,일식,2021-02-23
농부와돌집,제주특별자치도 제주시 한경면 중산간서로 3285,122.5,,일식,2021-02-23
다인횟집,제주특별자치도 제주시 서광로29길 3 ,301.6,064-724-2919,일식,2021-02-23
달마,제주특별자치도 제주시 중앙로7길 25 ,44.26,064-752-4660,일식,2021-02-23
대일,제주특별자치도 제주시 서광로32길 24 ,69,064-721-8889,일식,2021-02-23
대흘바다,제주특별자치도 제주시 조천읍 중산간동로 669,112.08,,일식,2021-02-23
독개물항,제주특별자치도 제주시 한림읍 한림로 478,141.96,,일식,2021-02-23
돈세상,제주특별자치도 제주시 가령골2길 4 ,230.56,064-751-3305,일식,2021-02-23
돈잔치,제주특별자치도 제주시 연수로 11 ,81.48,064-721-1005,일식,2021-02-23
동협한라회초밥,제주특별자치도 제주시 제원2길 38,51.28,064-745-0951,일식,2021-02-23
두끼떡볶이제주노형점,제주특별자치도 제주시 연북로 48,152.88,064-748-8858,일식,2021-02-23
라멘신주쿠,제주특별자치도 제주시 노형로 407,61.1,064-749-0337,일식,2021-02-23
래용,제주특별자치도 제주시 우정로 17 ,132.23,064-712-4434,일식,2021-02-23
마라도구구공스시,제주특별자치도 제주시 청사로3길 1-6,262.32,,일식,2021-02-23
마모루,제주특별자치도 제주시 광양13길 10-1,70.59,,일식,2021-02-23
마이도,제주특별자치도 제주시 은남2길 35,67.69,,일식,2021-02-23
마초면탁해안,제주특별자치도 제주시 노형로 89,74,,일식,2021-02-23
만배수산,제주특별자치도 제주시 국기로2길 2-9 ,110.74,064-742-2553,일식,2021-02-23
맛있는광령,제주특별자치도 제주시 애월읍 하광로 392,99.4,064-721-0030,일식,2021-02-23
맵찜,제주특별자치도 제주시 조천읍 선교로 519,66.58,,일식,2021-02-23
문성반점,제주특별자치도 제주시 연동4길 12-9 ,76.63,064-746-0577,일식,2021-02-23
문어아저씨제주함덕점,제주특별자치도 제주시 조천읍 조함해안로 480,193.52,064-784-9494,일식,2021-02-23
물개해물포차,제주특별자치도 제주시 연삼로 536 ,78.12,,일식,2021-02-23
미담칠성골,제주특별자치도 제주시 관덕로11길 8-1,181.29,064-759-8820,일식,2021-02-23
