,alltag,contentsid,contentscd,title,region1cd,region2cd,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,repPhoto,PHOTOSHARECOUNT,reservelink
1012,"경관/포토,휴식/힐링,공용주차장,유도 및 안내시설,아주 어려움",CONT_000000000500316,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",서건도,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '21', 'label': '서귀포시내', 'refId': 'region2>21'}",제주특별자치도 서귀포시 강정동 산 1,제주특별자치도 서귀포시 강정동 산 1,"경관/포토,휴식/힐링,자연경관,포토스팟,언택트","바다 걸어서 섬까지, 제주도에 있는 모세의 기적으로 제주의 숨은 명소.",8969,1,4,21,8,0,0,5.0,33.23007,126.49852,,064-760-2674,"조수간만의 차에 의해 한달에 10차례에 걸쳐 앞바다가 갈라지는 제주판 '모세의 기적', 서귀포시 서건도(일명 써근섬)로 알려진 유명한 섬이다. 이 바다 갈라짐 현상은 보름이나 그믐에 규모가 특히 크며 5월 26일, 28일, 9월 7일, 11월 5일, 8일, 12월 3일, 7일의 사리기간에 가장 두드러지게 나타난다. 바다가 갈라지게 되면 좌우 10m 이상 넓어진 갯벌이 드러나 한꺼번에 많은 사람들이 서건도를 왕래하면서 신비감을 맛볼 수 있다. 서건도는 수중화산으로 섬 자체만으로도 귀중한 가치를 갖는데 고고유물까지 발굴된 적이 있어 앞으로 테마관광지로 각광받을 전망이다.

면적은 13,367㎡이며, 육지와의 거리는 300m이고, 제주월드컵경기장 인근해안(강정동)에 위치하고 있다. 바닷물이 갈라지면 서귀포 해안에서 걸어서 들어갈수 있는 섬으로도 유명, 해안에서 섬까지 걸어가는 동안 조개와 낙지 등을 잡는 재미로 체험관광객들의 발길이 잦은 서건도는 기원전 1세기경의 것으로 추정되는 토기파편과 동물뼈, 주거흔적 등이 발견돼 고고학계의 관심을 끌기도 했다.",20160530111636,20220714122638,"[{'seq': 27806, 'contentsid': {'value': 'CONT_000000000500316', 'label': '서건도', 'refId': 'CONT_000000000500316'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001257', 'label': '섬속의 섬', 'refId': 'cate0000000002>cate0000001257'}, 'cate3cd': {'value': 'cate0000001258', 'label': '섬속의 섬', 'refId': 'cate0000001257>cate0000001258'}, 'created': '20211202101100'}]",,"{'descseo': 'Seogeondo Island', 'photoid': {'photoid': 18360, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3ae2ce08-1b6d-4646-91c8-b93a520a455f.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5e10188-a1a1-4cf1-806a-03cc4dcce5b2.jpg'}}",9.0,
1013,"포구,해변,문화유적지,가을",CNTS_000000000019552,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",대평포구,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '23', 'label': '안덕', 'refId': 'region2>23'}",제주특별자치도 서귀포시 안덕면 감산리 98 2-2,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,"포구,해변,문화유적지,가을,문화관광,역사유적","용왕신이 살았다던 바닷마을, 절벽의 웅장함을 지닌 대평포구",8267,3,22,46,3,0,1,5.0,33.2371,126.36139,,--,"제주올레 9코스의 시작점이자 동시에 8코스의 종착점인 대평포구는 현재 낚싯배나 작은 어선이 정박하는 포구로 이용되고 있지만, 고려 시대 때는 원이 제주에 탐라 총괄부를 두어 강점하면서 제주마(馬)를 송출하는 포구로 이용되기도 하였다. 

용암이 굳어져 만들어진 넓은 지대로 이루어져 있어 이곳을 ‘대평(大坪)’리라 칭하며 넓은 들을 의미한다. 대평리는 과거에 ‘용왕난드르’라 불렸으며 ‘난드르’ 또한 ‘넓은 들’이라는 의미의 제주 방언이다. 넓은 포구의 해안길을 따라 걷다 보면 박수기정이라 불리는 해안절벽이 수려한 풍광을 자랑하고 있다.

절벽의 정상으로 향하는 길목에는 울창한 소나무가 우거져 있으며 정상에 오르면 대평포구의 모습과 산방산을 조망할 수 있다. 또한 이곳은 농촌 전통 테마마을 프로그램이 진행되고 있어 테우체험 및 소라잡기 등의 제주 전통문화 체험이 가능하다. 특정 기간에는 포구 입구에 있는 작은 야외 공연장에서 저녁마다 해녀노래를 주제로 한 해상공연도 감상할 수 있다. ??????",20161025140205,20220714122659,"[{'seq': 27108, 'contentsid': {'value': 'CNTS_000000000019552', 'label': '대평포구', 'refId': 'CNTS_000000000019552'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000037', 'label': '해변', 'refId': 'cate0000000009>cate0000000037'}, 'created': '20211108174314'}]",,"{'descseo': '대평포구', 'photoid': {'photoid': 5492, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0c0117a0-1209-4a58-b7a3-6254885b56ac.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4b2a8f02-7a35-4f66-be24-56ea60c4c8f1.jpg'}}",36.0,
1014,"액티비티,커플,여름",CNTS_000000000018444,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",월정리 카약체험장,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 일주동로 2361-2,"액티비티,커플,여름,체험,레저/체험,수상레저,어트랙션",바닷속을 직접 배안에서 볼 수 있는 카약체험,38594,4,18,425,29,0,0,5.0,33.56346,126.78025,63358,064-743-0051,"동남아 휴양지를 연상시킬 만큼 투명한 에메랄드 빛 바다가 있는 월정리 해변에서 즐기는 투명카약. 바다속이 훤히 보이는 투명한 카약을 타고 바다위를 둥둥 떠나니며 여유로움을 만끽하는 수상체험이다. 월정리해변 이외에도 카약을 탈수 있는곳이 몇 곳 있지만, 물이 맑고 수심이 얕은 월정리에서는 더 신비롭고 비교적 안정감을 주는 카약을 즐길 수 있다.

월정리의 투명카약은 강화유리보다 강도가 150배 이상 높은 폴리카보네이트로 만들어져 충돌이나 기스로 인한 침수는 염려하지 않아도 되지만, 안전요원이 배치되어 있어 더욱 안심하고 카약을 즐길 수 있다. 바쁜 일상에서 벗어나 자연과 오로지 앞에 있는 사람에게만 집중할 수 있는 시간이 만들어져 커플과 사진찍기를 좋아하는 젊은 사람들 사이에 각광을 받는다. 계절과 날씨 상황에 따라 이용상황이 다르니 이용전 업체에 문의해 볼 필요가 있다. 
",20161007141028,20220714122757,"[{'seq': 27165, 'contentsid': {'value': 'CNTS_000000000018444', 'label': '월정리 카약체험장', 'refId': 'CNTS_000000000018444'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000001254', 'label': '해양스포츠', 'refId': 'cate0000000011>cate0000001254'}, 'created': '20211110171629'}]",,"{'descseo': '월정리 카약체험장', 'photoid': {'photoid': 2019022560526, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201908/21/e44bc8ee-6b17-4751-9cab-916231527298.png', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/21/afc0bb81-057f-4a19-b8cf-ceec5cf1dbb6.png'}}",28.0,
1015,"폭포,커플,경관/포토,여름,공용주차장,물놀이,트레킹",CNTS_000000000019594,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",원앙폭포,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '21', 'label': '서귀포시내', 'refId': 'region2>21'}",제주특별자치도 서귀포시 상효동 1463,제주특별자치도 서귀포시 돈내코로 137,"폭포,커플,경관/포토,여름,자연경관,포토스팟",금슬 좋은 원앙 한 쌍이 살았다고 전해져오는 곳,36362,7,23,240,38,0,0,5.0,33.30053,126.58174,63582,--,"돈내코 입구에서 산책로를 따라 20분 정도 걸어 들어가면 만날 수 있는 원앙폭포는 1994년 6월 제주도 종합개발계획에 의하여 개발된 관광지이다. 이곳은 깊은 골짜기와 폭포, 울창한 상록수림이 어우러져 장관을 이룬다. 두 개의 물줄기가 떨어지는데, 금슬 좋은 원앙 한 쌍이 살았다 하여 원앙폭포라는 이름이 붙여졌다. 

돈내코는 한라산에서 내려오는 차고 맑은 물이 항상 흐르고, 숲으로 둘러싸인 경치가 아름다워 많은 사람들이 찾는 곳이다. 이 계곡 한가운데 자리 잡은 5m의 원앙폭포는 매년 음력 7월 15일 백중날 여름철 물맞이를 하는 곳으로 유명하다. 물맞이는 폭포에서 떨어지는 차가운 물을 맞아 통증을 낫게 하는 제주전통 민간요법이다. 물맞이가 아니더라도 더운 여름을 아름다운 계곡을 보며 시원하게 보낼 수 있는 곳이다.

계곡 내에는 희귀 식물인 제주 특산 한란과 겨울딸기가 자생하는 것을 볼 수 있다. 주변에 영실기암·서귀포자연휴양림·정방폭포·외돌개·수악계곡 등의 관광지가 많으며, 돈내코에 아영장과 카라반 등이 갖춰져 있어 편하게 이용할 수 있다.
",20161025154826,20220714122937,"[{'seq': 27101, 'contentsid': {'value': 'CNTS_000000000019594', 'label': '원앙폭포', 'refId': 'CNTS_000000000019594'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000041', 'label': '폭포', 'refId': 'cate0000000009>cate0000000041'}, 'created': '20211108154143'}]",,"{'descseo': 'Wonang Falls', 'photoid': {'photoid': 5666, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/89d25fcd-996a-4efe-b2db-f1ea49f874fd.gif', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/cc146779-13e1-4cbe-aa94-5a312f7c06bf.gif'}}",29.0,
1016,"액티비티,친구,맑음,현금결제,카드결제,화장실",CONT_000000000500577,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",제주하늘을날다(패러글라이딩),"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '11', 'label': '제주시내', 'refId': 'region1>11'}",제주특별자치도 제주시 도남동 78,제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,"액티비티,친구,맑음,체험,레저/체험,어트랙션",제주2인승체험비행과 패러글라이딩교육스쿨,53038,14,4,286,92,0,0,4.0,33.4910557,126.5317204,,010-9632-0422,"아름다운 제주의 자연이 발 아래 펼쳐지는 패러글라이딩을 즐겨보자.
전문 조종사와 함께 탑승하여 안전하고 즐겁게 2인승 체험비행을 할 수 있다.",20160530111636,20220714122949,"[{'seq': 27854, 'contentsid': {'value': 'CONT_000000000500577', 'label': '제주하늘을날다(패러글라이딩)', 'refId': 'CONT_000000000500577'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000000071', 'label': '패러글라이딩', 'refId': 'cate0000000011>cate0000000071'}, 'created': '20211203142002'}]",,"{'descseo': '제주하늘을날다(패러글라이딩)', 'photoid': {'photoid': 2019022592803, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/59366dc6-0a9c-498c-98fb-e730ca6d70dd.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/03/b1289ab0-b370-45eb-addd-791e48748007.jpg'}}",7.0,
1017,"포구,일출,해변,문화유적지,아주 어려움",CNTS_000000000020987,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",오조포구,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '17', 'label': '성산', 'refId': 'region2>17'}",제주특별자치도 서귀포시 성산읍 오조리,제주특별자치도 서귀포시 성산읍 오조리,"포구,일출,해변,문화유적지,자연경관,역사유적,k-drama",오조리 마을의 한적한 포구,8055,1,8,41,1,0,0,5.0,33.462772,126.92111,,--,"한적하고 조용한 마을에 위치한 오조포구는 바다 위 성산일출봉의 모습이 보이는 풍경이 아름다운 곳이기도 하고, 인기 드라마의 촬영지로 쓰여 관광객들이 많이 찾는 곳이다. 
주변에는 산책하기 좋은 둘레길이 있어 이곳만의 경치를 만끽하며 여유로운 산책을 즐기는 것도 좋다. 
???????옆으로 제주올레 2코스가 지나기도 해서 도보 여행객들도 잠시 머물며 성산일출봉과 바다가 어우러진 경치를 즐기다 가곤 한다. 
제주올레 2코스를 따라 걷다 보면 보이는 식산봉에 올라 푸른 나무와 맑은 공기 속에서 오조포구의 풍경을 감상하는 것도 좋다.
오조리 마을과 연결된 나무다리도 있는데, 이 다리를 거닐면 바다 위를 걷는 듯한 기분을 느낄 수 있다.  
재미를 주는 구경거리나 눈길을 사로잡는 화려함은 없지만 ??????????????바다의 풍경과 성산일출봉, 주위 자연경관들이 어우러져 멋진 풍경을 연출하는 이곳에서 ???????잠시 제주 해안마을의 한적함을 만끽해보자.",20161214173539,20220714122950,"[{'seq': 27512, 'contentsid': {'value': 'CNTS_000000000020987', 'label': '오조포구', 'refId': 'CNTS_000000000020987'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000037', 'label': '해변', 'refId': 'cate0000000009>cate0000000037'}, 'created': '20211123090945'}]",,"{'descseo': '오조포구', 'photoid': {'photoid': 2019022590810, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/4b587b76-10bb-4205-9409-8ec39a1451eb.JPG', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/22/cab9527c-a22c-4d3b-b73b-734c875b69ca.JPG'}}",14.0,
1018,"수국,꽃,걷기/등산,경관/포토,커플,맑음,여름",CNTS_000000000018295,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",종달리수국길,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 종달리 85,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,"수국,꽃,걷기/등산,경관/포토,커플,맑음,여름,자연경관,도보여행,도보,포토스팟",멋진 해안도로 옆 가득한 수국의 향연.,21537,3,18,235,24,0,1,5.0,33.50903,126.909294,63364,--,"제주특별자치도의 북동쪽 구좌읍에 위치한 조용한 마을 종달리에는 '수국길 테마거리'가 형성되어있다. 종달리는 공항에서 제주 동부를 향해 약 1시간정도 달리면 비자림을 지나 지미봉 자락에서 만나게 되는 마을이다. 종달리라는 마을의 이름은 '통달함을 마쳤다'라는 의미를 가지고 있다한다.

종달리 마을길에 피어난 수국은 몽글몽글한 모습으로 도로 양옆에서 방문객을 반긴다. 수국은 흙의 산도에 따라 색이 하늘색에서 분홍색까지 달라지는 신비로운 꽃이다. 6월 중순이면 만개하는데 때로는 6월 말부터 7월 말까지 개화시기가 늦어지기도 한다. 해안가 드라이브코스로도 인기 있는 종달리 수국길은
도로 한쪽으로 자전거도로 겸 인도가 마련되어이있어 가까이에서 수국을 감상할 수 있으나 도로변이니 안전에 유의해야한다.

????
 ?",20161006094658,20220714122953,"[{'seq': 27173, 'contentsid': {'value': 'CNTS_000000000018295', 'label': '종달리수국길', 'refId': 'CNTS_000000000018295'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000001321', 'label': '그외', 'refId': 'cate0000000009>cate0000001321'}, 'created': '20211111105313'}]",,"{'descseo': '종달리수국길', 'photoid': {'photoid': 1918, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6149709-09e2-4662-977f-7521c21d27cd.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2b4bc08a-122c-4c42-a618-e44e4613b05e.jpg'}}",23.0,
1019,"오름,걷기/등산,공용주차장,아주 어려움",CNTS_000000000018320,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",동거문이오름,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 종달리 산 70,제주특별자치도 제주시 구좌읍 종달리 산 70,"오름,걷기/등산,자연경관,도보여행,도보",사면으로 뻗어나가는 거미집 모양의 오름,2969,0,3,5,1,0,0,5.0,33.449257,126.806145,,,"?????세 개의 분화구의 신비로움과 보는 방향마다 새로운 경치를 감상할 수 있는 곳 구좌에 있는 동거문오름은 거미오름이나 동검은이오름으로도 불린다. 조천에도 검은 오름이 있어 ‘동’을 붙였으며, 오름이 검은색을 띠는 것을 보고 검은이오름이라는 이름이 붙여졌다는 설과 오름 사면이 사방으로 뻗어나가는 모습이 거미집 같다고 하여 거미오름이라 한다는 설이 있다. ??????????일반적인 오름들처럼 둥글고 매끄러운 모습이 아니라 능선이 끊어질 듯 이어지며, 멀리서 보면 여러 개의 오름인 듯 보이는 모양을 하고 있다. 동거문오름은 보는 방향에 따라 다채로운 모양을 보인다. 백약이오름에서 바라보면 다리를 세운 거미 모양이며, 반대 방향에서 보면 혹이 두 개 달린 낙타 모양을 하고 있다.
탐방 코스는 구좌 공설묘지 초입에서 높은 오름 앞을 지나는 방법, 백약이 오름 입구에서 문석이오름 길을 따라가는 방법, 월랑지 옆 임도를 이용해 가는 방법으로 크게 3가지가 있다.vk란 하늘과 진초록의 들판, 멀리 보이는 우도와 성산일출봉,푸른 바다가 어우러져 절경을 맛볼 수 있으며 가까이의 백약이 오름, 다랑쉬 오름 등도 한눈에 보인다. 깔때기 모양의 원형 분화구 두 개와 삼태기 모양의 말굽형 분화구 하나로 총 3개의 분화구를 가지고 있는데, 겹쳐진 분화구와 그 안에 빼곡히 자란 풀과 나무들도 이국적이다.",20161006110459,20220714123007,"[{'seq': 24842, 'contentsid': {'value': 'CNTS_000000000018320', 'label': '동거문이오름', 'refId': 'CNTS_000000000018320'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20210114095910'}]",,"{'descseo': '동거문이오름', 'photoid': {'photoid': 2019022593192, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/6040f24a-7c53-4d28-8c4a-dd5aac108f38.JPG', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/06/2155a213-1930-49c1-b928-c8d37b691576.JPG'}}",2.0,
1020,"커플,친구,맑음,오름,가을,봄",CONT_000000000500407,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",아부오름,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 송당리 산 164-1,제주특별자치도 제주시 구좌읍 송당리 산 164-1,"커플,친구,맑음,오름,가을,봄,자연경관,도보여행,도보",제주의 오름을 좀 더 가깝게 느낄 수 있는 아부오름,49011,9,39,190,25,0,4,5.0,33.44878,126.7774,,,"일찍부터 아보름이라 불렸고 송당마을과 당오름 남쪽에 있어서 '앞오름'이라 하여 이것을 한자로 빌어 표기한것이 '前岳'이다. 또한 산 모양이 움푹 파여있어 마치 가정에서 어른이 믿음직하게 앉아있는 모습과 같다하여 '아부오름(亞父岳)' 이라고도 한다. 

오름 둘레까지 오르는데 어렵지 않게 오를 수 있고 제주오름의 모습을 가깝게 느낄 수 있어 최근 각광받고 있다.
오름 정상에 함지박과 같은 둥그런 굼부리가 파여있다. 특히 굼부리 안 원형 삼나무숲의 특징적인 모습이 주목받고 있다. 

이 오름은 바깥 둘레는 약 1400m, 바닥 둘레 500m, 화구 깊이 78m이며 전 사면이 완만한 경사를 이루고 있다. 화구 안사면의 중간 부분에서는 일부 자연 침식되어있어 스코리아층의 단면을 관찰할 수 있다. 오름 대부분은 풀밭으로 이루어져 있는데, 인공으로 심은 삼나무가 있고 그 사이로 상수리나무, 보리수 나무 등이 있다.  풀밭에는 송양지꽃, 풀솜나물, 향유 쥐손이풀 청미래덩굴 찔레 등이 여기저기 서식한다.",20160530111636,20220714123015,"[{'seq': 26916, 'contentsid': {'value': 'CONT_000000000500407', 'label': '아부오름', 'refId': 'CONT_000000000500407'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20211102145801'}]",,"{'descseo': '아부오름', 'photoid': {'photoid': 2019022559761, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/b7b0e09e-0724-4c47-a904-2d92428714a1.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/16/46a61de4-e102-4ea3-ba81-b4ca60f0bef7.jpg'}}",70.0,
1021,"부모,커플,혼자,친구,아이,맑음,오름,아주 어려움",CONT_000000000500110,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",높은오름,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 송당리 산 213-1,제주특별자치도 제주시 구좌읍 송당리 산 213-1,"부모,커플,혼자,친구,아이,맑음,오름,자연경관,도보여행,도보,어린이",위치가 높아 시원한 전망을 지닌 오름,4753,1,3,6,5,0,0,5.0,33.45761407222886,126.79309050654297,,,"이 오름은 주변 일대에서 유일하게 고도가 400m 이상되는 오름으로 능선미가 선하고, 주위에 산재된 뭇 오름을 압도하는 느낌을 주어 높은 오름이라 불린다. 정상에는 둘레가 약 500m나 되는 원형 굼부리가 3개의 봉우리를 이어가면서 위용을 자랑하고 있다. 주위 경관이 아름다워 패러글라이딩 동호인들이 가끔 찾는다. 등성이 여기저기에는 크고 작은 바위들이 있고 그 틈새에는 사스레피나무와 부처손이 자라나고 있으며, 등성이 일부에서는 물매화, 미나리아제비, 제비꽃, 피뿌리풀이 서식하고 있다. 표고가 높기 때문에 정상에서는 사방을 시원스레 조망할 수 있으며, 특히 다랑쉬, 거미오름, 백약이로 이어지는 북~동~남쪽의 조망은 예술의 경지라고 해도 과언이 아닐 정도로 그 조망이 매우 뛰어나다.",20160530111636,20220714123025,"[{'seq': 27891, 'contentsid': {'value': 'CONT_000000000500110', 'label': '높은오름', 'refId': 'CONT_000000000500110'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20211206150109'}]",,"{'descseo': 'Nopeun Oreum Volcanic Cone', 'photoid': {'photoid': 17318, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ae1c6aad-8c74-4554-990e-9b2a8d6ec0a5.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1c370361-c83a-4b8e-967c-50ca774f023b.jpg'}}",4.0,
1022,"친구,체험관광,액티비티,사계절,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,카드결제,현금결제,탐나는전, 제로페이 등,영어,,승강기,아주 어려움,실내,하,,1~2시간",CNTS_200000000011113,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",레이저서바이벌M,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '11', 'label': '제주시내', 'refId': 'region1>11'}",제주특별자치도 제주시 연동 262-8,제주특별자치도 제주시 신광로 58 4층,"친구,체험관광,액티비티,사계절,체험,레저/체험,어트랙션",현실에서 즐기는 실내형 서든어택!,8066,16,13,31,15,0,4,5.0,33.4870349,126.4897301,-,064-747-5422,"레이저를 이용한 실내 서바이벌!
개인전 또는 팀전과 각 종 미션모드까지 자유롭게 즐겨보자^^
경기는 1인부터 16인까지 가능하다!",20210218165707,20220714123052,"[{'seq': 27267, 'contentsid': {'value': 'CNTS_200000000011113', 'label': '레이저서바이벌M', 'refId': 'CNTS_200000000011113'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000001368', 'label': '체험', 'refId': 'cate0000000011>cate0000001368'}, 'created': '20211115110348'}]",,"{'descseo': '레이저서바이벌M', 'photoid': {'photoid': 2019022589167, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/09312989-4825-478e-84e5-bdf9f10ee8bd.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/15/2dca6662-8c8d-41d7-8a90-9bc3f96c7c76.jpg'}}",0.0,
