,alltag,contentsid,contentscd,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,PHOTOSHARECOUNT,cate2cd,cate3cd,imgpath,thumbnailpath
887,"용담,용담해안도로,라떼,음식,카페,공용주차장,화장실,무료 WIFI,노을라떼, 애플망고스무디, 시나몬더치커피,어린이 출입가능,가능",CNTS_200000000012981,음식점,노을코지,제주특별자치도 제주시 용담삼동 2572-6,제주특별자치도 제주시 서해안로 386,"용담,용담해안도로,라떼,음식,카페",제주시 용담동에 위치한 카페인 노을코지는 용담해안도로에 위치하고 있으며 실내내부가 통유리로 되어있어 용담바다를 한눈에 담을 수 있다. ,33,0,0,0,0,0,0,0.0,33.5128684,126.4845738,064-749-0988,"제주시 용담동에 위치한 카페인 노을코지는 용담해안도로에 위치하고 있으며 실내내부가 통유리로 되어있어 용담바다를 한눈에 담을 수 있다. 1층과 2층에는 실내에서 바다를 바라볼 수 있는 라운지가 나오며 이 곳 3층에는 시원한 바다가 한눈에 보이는 전망대가 있어 자연을 더 가까이 느낄 수 있다. 또한 푸른 용담바다를 보면서 즐길 다양한 음료와 디저트가 마련되어 있는데 그 중에서 고소한 우유와 달달한 시럽을 넣은 노을라떼, 신선한 애플망고로 만든 달달하고 상큼한 애플망고 스무디, 시나몬을 넣어 쌉쌀하고 감칠맛이 더해진 시나몬 더치커피는 노을코지의 대표메뉴이다. ",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/fb6b8b70-501f-420a-aeee-3d600365227c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/04/6ff66bab-f935-4def-8ae8-b9b71d27f19b.jpg
888,"탑동, 순두부요리, 전골요리,화장실,무료 WIFI,일품순두부, 해장순두부, 두부전골,어린이 출입가능,가능",CNTS_200000000012574,음식점,일품순두부탑동점,제주특별자치도 제주시 삼도이동 1192-11,제주특별자치도 제주시 탑동로 33,"탑동,순두부요리,전골요리,음식,식당",일품순두부는 다양한 종류의 순두부찌개와 추가메뉴를 주문할 수 있으며 돌솥밥이 함께 제공된다. 또한 두부전골 및 순두부전골도 준비되어 있으며 포장도 가능하다.,10,0,0,0,0,0,0,0.0,33.5175213,126.521117,064-751-3230,"이마트 탑동점 맞은편에 위치한 장가네일품순두부 탑동점은 순두부 전문점답게 일품순두부, 해물순두부, 섞어순두부, 굴순두부, 조개순두부, 버섯순두부, 해장순두부 등 다양한 종류의 순두부찌개를 주문할 수 있다. 여기에 더해 불판제육볶음, 오징어볶음, 두부김치 등의 추가메뉴도 주문할 수 있어 순두부와 더불어 푸짐한 한상을 즐길 수 있다. 또한 두부전골, 순두부전골도 준비되어 있어 취향에 맞는 순두부요리를 즐길 수 있다. 또한 모든 메뉴가 포장이 가능하여 테이크아웃 후 숙소에서 편하게 즐길 수도 있다.",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/8521c488-97f3-429f-ac8b-1c02a28e9cad.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/30/7ca79f6f-226f-457f-8660-db98bdd93113.jpg
889,"구제주, 새우요리, 관덕정,공용주차장,화장실,무료 WIFI,딱새우김밥, 딱새우꼬막무침, 새우리해물라면,어린이 출입가능,가능",CNTS_200000000012578,음식점,제주시새우리 제주점,제주특별자치도 제주시 삼도이동 1053-22,제주특별자치도 제주시 무근성7길 24,"구제주,새우요리,관덕정,음식,식당","구제주에 위치한 제주시새우리는 상호명답게 새우를 활용한 다양한 요리를 선보인다. 딱새우김밥, 양념새우컵밥, 간장새우컵밥 등 포장가능한 간단한 요리들이 있다.",17,0,0,2,0,0,0,0.0,33.514599,126.5207879,064-900-2527,"구제주 제주북초등학교 인근에 위치한 제주시새우리는 새롭고 신선한 메뉴들로 다양하면서 풍부한 한끼를 제공한다. 대표 메뉴로는 짭쪼름한 딱새우패티와 새콤한 양배추의 조화가 돋보이는 이 집의 대표 메뉴인 딱새우김밥, 쫄깃한 꼬막을 매콤새콤하게 무쳐내어 딱새우김밥에 반찬으로 곁들이기 딱 좋은 딱새우꼬막무침 그리고 숙주가 들어가 더 시원하고 개운한 새우리해물라면이 있다. 다양한 포장메뉴가 있으며 상호명답게 새우를 활용한 더 많은 메뉴를 준비해 놓고 있다. 또한 인근에 제주목관아가 있어 제주시새우리 방문 후 관광하기도 좋다.",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/fa506561-94cd-4ca3-9651-0803473db95c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/30/4d1c8366-d832-401d-a985-40c1e41b35d5.jpg
890,"애월해안도로, 뷰맛집, 허브티, 커피콩빵,공용주차장,화장실,무료 WIFI,장애인 화장실,장애인 전용 주차장,허브티, 커피콩빵,어린이 출입가능,불가능",CNTS_200000000012756,음식점,썸의시작,제주특별자치도 제주시 애월읍 신엄리 2723-5,제주특별자치도 제주시 애월읍 애월해안로 570-1,"애월해안도로,뷰맛집,허브티,커피콩빵,음식,식당,빵,베이커리",애월 해안도로의 아름다운 경관을 감상할 수 있는 썸의시작은 다양한 종류의 음료와 허브티를 맛 볼 수 있으며 커피콩빵등의 디저트류도 준비되어 있다.,81,0,0,0,0,0,0,0.0,33.4778594,126.3646136,064-799-0166,"올레길 16코스가 위치한 애월앞바가 아름다운 뷰맛집 썸의시작은 해안도로에 인접하여 뛰어난 경관을 자랑한다. 이 곳 썸의시작은 아름다운 전경 만큼이나 입이 즐거워지는 다양한 종류의 음료메뉴를 판매하고 있는데 아메리카노부터 에이드, 한라봉청차, 한라봉스노우 등 다양한 커피류 음료와 허브티를 맛 볼 수 있다. 또한 곁들여 즐길 수 있는 브런치, 디저트 메뉴 중 이곳의 시그니처라 할 수 있는 커피콩빵은 맛도 모양도 만족스럽다. 그 외에도 쿠키류와 앙버터 등의 디저트 들이 준비되어 있다. 카페 인근에는 애월돌고래전망대가 있어 카페 방문 후 이 곳에서 애월 앞바다를 헤엄치는 돌고래를 찾아보는 시간을 가질 수 있다.",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/aeb4dc75-7d38-4686-8b87-54eb098bf88b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/04/8ab17268-91ae-4846-ab3b-9fced8f5fbb8.jpg
891,"회전초밥, 스시, 일식, 제주스시맛집, 제주회전초밥,공용주차장,화장실,무료 WIFI,모듬스시, 회전초밥,어린이 출입가능,가능",CNTS_200000000012554,음식점,쉐프의스시이야기,제주특별자치도 제주시 연동 261-9,제주특별자치도 제주시 신광로 36,"회전초밥,스시,일식,제주스시맛집,제주회전초밥,음식,식당","연동에 위치한 쉐프의스시이야기는 갓 만든 다양하고 신선한 초밥을 그 자리에서 맛 볼 수 있는 곳으로 보는 맛, 먹는 맛 모두 충족할 수 있는 곳이다.",19,0,0,0,0,0,0,0.0,33.488953,126.48977,064-745-7785,"연동에 위치한 쉐프의스시이야기는 갓 만든 다양하고 신선한 초밥을 그 자리에서 맛 볼 수 있는 곳으로 보는 맛, 먹는 맛 모두 충족할 수 있는 곳이다. 초밥 뿐만 아니라 튀김, 우동, 소바, 과일 및 디저트까지 남녀노소 누구나 즐기 수 있는 메뉴들로 구성되어 있다. 회전초밥집답게 레일 위로 돌아가는 접시의 색상별로 가격이 다 다르며, 가성비 넘치는 맛과 품질로 보답하고 있다. 레일 위에 원하는 메뉴가 없을시, 즉석에서 주문 또한 가능하다. 제주공항 인근에 위치하고 있어 접근성이 상당히 뛰어나다는 장점이 있다. ",0.0,일식,일식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/5387fdbe-f6a2-4b88-a1a4-dba649aef227.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/29/b2f71230-f288-4422-8473-4a5bb989640c.jpg
892,"밀크티, 홍차, 커피, 카페, 티타임,공용주차장,화장실,무료 WIFI,밀크티, 블러썸,어린이 출입가능,불가능",CNTS_200000000012696,음식점,클로리스 제주성산점,제주특별자치도 서귀포시 성산읍 성산리 392,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55 ,"밀크티,홍차,커피,카페,티타임,음식",서귀포 성산읍에 위치한 클로리스 제주성산점은 홍차와 밀크티 전문점으로 20년간 꾸준히 사랑받아온 프리미엄 수제 티 전문 카페이다. 성산일출봉 인근에 위치해있다.,21,0,0,0,0,0,0,0.0,33.4600127,126.9299495,064-783-0037,서귀포 성산읍에 위치한 클로리스 제주성산점은 홍차와 밀크티 전문점으로 20년간 꾸준히 사랑받아온 프리미엄 수제 티 전문 카페이다. 성산일출봉 인근에 위치해있다. 제주도와 유럽 특유의 감성의 조화가 어우러진 공간으로 외부에 놓여진 빨간 전화박스가 상징적이다. 실내에는 고풍스런 느낌의 우드인테리어가 고급짐을 한층 더한다. 밀크티 전문점답게 이곳의 대표 메뉴는 밀크티인데 클로리스만의 특화된 액상 추출방식으로 홍차 본연의 깊은 맛과 향을 그대로 구현한 오리지널 밀크티이다. 이외에도 시그니처 밀크티를 빙수로 즐길 수 있는 블러썸이 있다. ,0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/4ccc1387-4cbb-4505-b655-1a59fadea4ed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/04/10558d4f-f9e6-4b2c-98cd-65783a048b8f.jpg
893,"베이커리, 카페, 빵, 커피, 디저트, 음료, 서귀포, 제주카페,공용주차장,화장실,무료 WIFI,장애인 화장실,장애인 전용 주차장,플레인크로아상, 카야잼스콘, 보라멜라떼, 윈터모카,어린이 출입가능,가능",CNTS_200000000012771,음식점,보레드베이커스,제주특별자치도 서귀포시 보목동 1453,제주특별자치도 서귀포시 보목로64번길 178,"베이커리,카페,빵,커피,디저트,음료,서귀포,제주카페,음식","서귀포에 위치한 보레드베이커스는 당일 생산 판매하는 갓 구운 빵들로 서귀포 바다를 바라보며 맛있는 디저트와 음료를 즐길 수 있는 베이커리이며, 매일 직접 로스팅한 원두로 내린 스페셜티 커피도 제공하고 있다.",159,0,0,1,0,0,0,0.0,33.244432,126.5905456,064-735-1450,"서귀포에 위치한 보레드베이커스는 당일 생산 판매하는 갓 구운 빵들로 서귀포 바다를 바라보며 맛있는 디저트와 음료를 즐길 수 있는 베이커리이며, 매일 직접 로스팅한 원두로 내린 스페셜티 커피도 제공하고 있다. 대표 메뉴로는 플레인크로아상, 카야잼스콘, 보라멜라떼, 윈터모카 등이 있으며 시즈닝 음료도 때에 따라 바뀌어 판매하고 있다. 또한 귀여운 곰돌에 병에 담긴 우유와 밀크티도 인기 메뉴이다. 넓은 실내공간 외에도 햇볕이 잘 드는 외부 자리에서도 여유로운 티타임을 즐기기에 좋은 장소이다.",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202201/05/f9ac437a-884a-4ceb-ac9a-8e4ff2ac0ba7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/05/fd8236c2-47cd-4661-8510-9818301a1ca9.jpg
894,"올레시장, 서귀포, 딱새우,공용주차장,무료 WIFI,화장실,딱새우찜, 딱새우회, 모듬회, 모듬찜, 부채새우찜,어린이 출입가능,불가능",CNTS_200000000012728,음식점,게판5분전,제주특별자치도 서귀포시 서귀동 277-12,제주특별자치도 서귀포시 중앙로54번길 35,"올레시장,서귀포,딱새우,음식,식당","올레시장 내에 위치한 딱새우 요리 전문점으로 찜부터 회까지 다양한 딱새우 요리를 즐길 수 있으며 모듬회, 모듬해산물, 모듬찜 등의 다양한 메뉴가 준비되어 있다.",28,0,0,1,0,0,0,0.0,33.2498865,126.5632605,064-762-8522,"서귀포의 유명 관광지 중 한곳인 올레시장내에 위치한 게판5분전은 딱새우 요리 전문점으로 찜부터 회까지 한번에 즐길 수 있는 곳이다. 생각보다 가성비 넘치는 가격이 매력적인데 딱새우만이 아니라 다양한 해산물 요리도 맛 볼 수 있다. 이곳의 인기메뉴는 단연 딱새우회이며 이 외에 부채새우찜, 모듬회, 모듬해산물, 모듬찜 등도 주문 가능하다. 전메뉴 포장이 가능해 이곳 게판5분전에서 저렴한 가격에 구매 후 숙소에서 편하게 즐길 수 있으며 이중섭거리, 아랑조을거리 등 서귀포의 관광지들도 가까워 이용이 편리하다.",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/a4e663cf-83e2-467d-996b-6985ae31e7d4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/04/52d8c378-a513-4405-8b9b-a7a0a98bdfed.jpg
895,"성산,신산리,올디쇼콜라,올디바닐라,건축상,음식,카페,아메리카노,카페라떼,에이드,공용주차장,화장실,무료 WIFI,올디쇼콜라, 올디바닐라,어린이 출입가능,가능",CNTS_200000000013110,음식점,카페아오오,제주특별자치도 서귀포시 성산읍 신산리 420,제주특별자치도 서귀포시 성산읍 환해장성로 75,"성산,신산리,올디쇼콜라,올디바닐라,건축상,음식,카페,아메리카노,카페라떼,에이드",제주시 신산리에 위치한 카페 아오오는 2020년 제주틀별자치도 건축문화대상에서 상을 받은 건물이며 맞은편에는 푸른 바다가 펼쳐진 오션뷰 카페이다.,44,0,0,1,0,0,0,0.0,33.3791361,126.8799749,064-782-0007,"제주시 신산리에 위치한 카페 아오오는 2020년 제주틀별자치도 건축문화대상에서 상을 받은 건물이며 맞은편에는 푸른 바다가 펼쳐진 오션뷰 카페이다. 실내 내부에는 통유리로 구성되어 있어 시원하게 바깥풍경을 바라 볼 수 있으며 외부 정원에는 야자수가 많이 심어져 있고 편히 쉴 수 있는 빈백도 마련되어 있어 음료와 디저트를 즐기며 여유로움을 느낄 수 있다. 이 곳에는 자연을 보며 먹을 수 있는 다양한 메뉴가 있는데 그 중에서 진한 카카오 풍미를 담은 초콜릿라떼인 올디쇼콜라, 바닐라빈과 계피향이 어우러진 라떼인 올디바닐라, 햄과 버터, 당근이 들어가 있는 짭조름한 제주 당근 잠봉뵈르는 카페 아오오의 대표메뉴이다.",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/e3765cc5-6991-434e-9f78-fb39d17a06f0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/11/d735b5e1-94ce-4b1f-a068-1e82150166c9.jpg
896,"커피,카페,음식,공용주차장,화장실,무료 WIFI,흡연구역,커피,텐저린카푸치노, 텐저린라떼, 슈퍼클린에스프레소,어린이 출입가능,불가능",CNTS_200000000012547,음식점,커피템플,제주특별자치도 제주시 월평동 1348-3,제주특별자치도 제주시 영평길 269 1층,"커피,카페,음식","제주 중선농원에 위치한 커피템플은 김사홍 바리스타가 운영하는 커피템플 3호점으로 감귤밭과 갤러리, 작은 도서관, 게스트 하우스 그리고 커피템플이 함께 한다.",225,0,0,0,0,0,0,0.0,33.478135,126.57017,070-8806-8051,"제주 중선농원에 위치한 커피템플은 김사홍 바리스타가 운영하는 커피템플 3호점으로 감귤밭과 갤러리, 작은 도서관, 게스트 하우스 그리고 커피템플이 함께 한다. 이곳은 '돌카페' 라고도 불리는데, 기존에 있는 옛 건물을 개조하여 더 멋스러운 장소를 제공한다. 커피템플의 대표 메뉴로는 감귤 또는 오렌지 가니쉬를 올린 달콤한 커피, 텐저린 카푸치노와 오렌지 초콜릿 맛이 나는 텐저린 라떼 그리고 김사홍 바리스타의 2016년 세계대회 에스프레소 루틴. 초미분을 걸러 화학적 쓴맛과 물리적인 텁텁한 자극을 줄여 만든 슈퍼 클린 에스프레소가 있다. ",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/44940f1c-1761-489b-9774-9bc91b9bd76b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/29/7a1e4091-a77e-46ad-a0e4-07b89efb17a2.jpg
897,"절물자연휴양림, 휴게소, 매점,공용주차장,화장실,음료, 스낵, 어묵리카노,어린이 출입가능,불가능",CNTS_200000000012561,음식점,절물자연휴양림휴게소,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 명림로 584,"절물자연휴양림,휴게소,매점,음식,식당",절물자연휴양림 입구에 위치한 절물휴게소는 수많은 관광객들이 찾는 절물자연휴양림 관광시 필요한 식음료를 판매하고 있다.,18,0,0,1,0,0,0,0.0,33.4393726,126.6284479,064-723-8115,"절물자연휴양림 입구에 위치한 절물휴게소는 수많은 관광객들이 찾는 절물자연휴양림 관광시 필요한 식음료를 판매하고 있다. 영업시간은 오전 8시부터 오후 6시까지이며, 기상악화로 인해 절물자연휴양림이 폐쇄하는 날이 아닌 이상 연중무휴 오픈 중이다. 내부엔 따뜻한 캔음료와 병음료부터 시원한 음료는 물론 다양한 스낵과 각종 간식까지 판매하고 있으며 '어묵리카노' 라는 이름의 컵 어묵은 인기 상품이다. 즉석에서 뜨거운 물을 받아 라면도 먹을 수 있으나 외부로 나가야 한다. 여행 전 후, 잠시 쉬어가기 좋은 장소이다.",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/b8df5c70-01c7-46d9-87cf-255585789b9b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/30/7b631cc3-982d-47fd-a31d-44e330fef560.jpg
898,"순두부, 순두부찌개, 애월읍맛집, 아침식사,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능",CNTS_200000000012544,음식점,일품순두부 하귀점,제주특별자치도 제주시 애월읍 하귀1리 137-4,제주특별자치도 제주시 애월읍 하귀9길 18,"순두부,순두부찌개,애월읍맛집,아침식사,음식,식당",애월읍에 위치한 일품순두부 하귀점은 아침식사가 가능한 순두부찌개 전문점으로 오전 7시에 오픈하여 밤 10시까지 운영되고 있다. 변함없는 맛과 정성으로 다양한 순두부찌개를 제공하고 있다.,84,0,0,1,0,0,0,0.0,33.4828819,126.4152642,064-711-1167,"애월읍에 위치한 일품순두부 하귀점은 아침식사가 가능한 순두부찌개 전문점으로 오전 7시에 오픈하여 밤 10시까지 운영되고 있다. 변함없는 맛과 정성으로 다양한 순두부찌개를 제공하고 있다. 다양한 재료로 맛을 달리하여 개개인의 기호와 식성에 맞게 골라먹을 수 있게 하였고, 정갈하게 나오는 밑반찬은 집밥처럼 그 종류도 다양하다. 또한 순두부찌개를 주문하면 돌솥밥이 제공되는데 갓 지어낸 돌솥밥을 덜어내고 물을 부어 식후 먹는 누룽지도 별미 중에 별미다. 몽글몽글 순두부와 얼큰하고 개운한 국물의 조화는 허기진 속을 달래주고 지친 하루를 든든히 채워준다.",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/1065e7bd-b082-45b4-b6a7-700a2e783b10.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/29/a4f05e34-f730-4910-8483-5f45fb886d5d.jpg
899,"흑돼지,돈까스,뷔페,흑돼지돈까스,키즈존,놀이방,음식,샐러드,수제돈까스,치즈돈까스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,스페인어,단독접근가능,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,어려움,돈까스, 샐러드바,어린이 출입가능,유아의자,수유실,가능,있음",CNTS_200000000007063,음식점,흑돼지돈까스 뷔페 밀라네사,제주특별자치도 제주시 도련1동 1751-7 어베인건물 1층,제주특별자치도 제주시 매촌2길 78 (도련1동) 어베인건물 1층,"흑돼지,돈까스,뷔페,흑돼지돈까스,키즈존,놀이방,음식,샐러드,수제돈까스,치즈돈까스",흑돼지돈까스 뷔페 밀라네사 in Jeju,1829,1,0,3,1,0,0,0.0,33.5042129,126.5872568,064-724-1014,"밀라네사의 슬로건은 어머님들의 천국이다.
식사 한 끼 제대로 하기 힘든 현대 어머님들의 일상에서 휴가처럼 느껴질 수 있는 공간을 만들자는 취지에서 밀라네사가 탄생했다. 깔끔한 개인 수유실과 안전하고 실속 있는 고급 놀이방 시설 (Imagination Playground 설치)을 갖춘 밀라네사는 한 끼라도 편안하게 드실 수 있도록 최선을 다한다. 메뉴는 수제 돈까스와 기본 샐러드바이며 커피 무료 테이크 아웃은 물론 조용히 커피와 경관을 즐기실 수 있는 테라스 공간도 있다.",0.0,양식,양식,https://api.cdn.visitjeju.net/photomng/imgpath/201806/19/08c13c0a-fe17-46ad-882f-ef398d5f1418.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201806/19/efb5c996-b131-42ce-9bcd-621a2148253f.jpg
900,"대정,다마스,감귤,치즈케이크,포토존,로스팅,음식,카페,공용주차장,화장실,무료 WIFI,에그타르트, 제주귤치즈케이크,어린이 출입가능,불가능",CNTS_200000000013047,음식점,청춘부부,제주특별자치도 서귀포시 대정읍 안성리 1926-2,제주특별자치도 서귀포시 대정읍 추사로38번길 181,"대정,다마스,감귤,치즈케이크,포토존,로스팅,음식,카페",서귀포시 대정읍에 위치한 카페인 청춘부부는 주변에 감귤밭과 귀엽게 꾸민 다마스차량을 지니고 있으며 내부는 깔끔하면서 아기자기한 인테리어를 하고 있다.,39,0,0,0,1,0,0,0.0,33.2658939,126.2791647,,"서귀포시 대정읍에 위치한 카페인 청춘부부는 주변에 포토존으로 좋은 감귤밭과 귀엽게 꾸민 다마스차량이 마련되어 있으며 내부는 깔끔하면서 아기자기한 인테리어를 하고 있다. 그리고 이곳에는 책을 읽으면서 여유를 즐길 수 있도록 다양한 책들이 마련되어 있으며 이 곳을 짓기까지 과정이 나와있는 책도 책꽂이에 꽃아져 있어 이 곳 사장님의 가게에 대한 애정이 보인다. 이 곳에는 달달하고 부드러운 에그타르트, 치즈케이크에 제주 귤맛과 향이 더해져 상큼하고 고소한 제주귤치즈케이크가 청춘부부의 대표메뉴이다. 또한 이곳에는 직접 로스팅한 원두를 판매하는데 오프라인 매장을 통해서 구입할 수 있고 온라인으로도 구매가 가능하다. ",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/ea29e1d9-8c27-461d-9694-a892f70a281c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/10/6c89d48a-66d7-4977-abc9-e0eb725eb3d9.jpg
901,"애월, 보말요리, 돌솥밥,공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터,장애인 화장실,장애인 전용 주차장,보말돌솥밥정식, 보말죽, 보말칼국수,어린이 출입가능,가능",CNTS_200000000012589,음식점,보말보말,제주특별자치도 제주시 애월읍 애월리 2008-1,제주특별자치도 제주시 애월읍 애월로 57,"애월,보말요리,돌솥밥,음식,식당","한담해변 인근의 보말요리 전문점. 보말돌솥밥정식, 보말칼국수, 보말죽, 보말미역국, 보말전 등의 다양하고 푸짐한 메뉴들이 있다.",137,0,0,0,0,0,0,0.0,33.4637325,126.3135701,064-799-5857,"한담해변 애월카페거리 인근에 위치한 보말보말은 제주산 보말을 사용하여 보말칼국수, 보말죽, 보말미역국, 보말전 등 다양한 보말 요리는 물론 돔베고기와 고등어구이도 준비하고 있다. 이 중 보말보말의 대표메뉴인 보말돌솥밥정식은 보말죽, 보말톳돌솥밥, 보말미역국, 보말전 등 다양하고 푸짐한 한상을 즐길 수 있게 제공된다. 또한 보말은 제주어로 고동을 뜻하는데 이 곳 제주에서는 오래전부터 여러가지 조리법으로 보말을 죽, 조림, 찜, 미역국 등 다양한 음식으로 만들어왔다. 이러다보니 보말도 생선이라는 말이 있을 정도며 생선에 못지않은 영양가를 지닌 보말은 제주의 소중한 식재료이자 맛있는 한끼가 된다.",0.0,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/8f9091a3-b198-4644-9939-e2219df2b431.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/30/0893e411-f0e2-4336-af54-14d35a0161ed.jpg
902,"성이시돌 목장, 정물오름, 유기농우유, 목장, 크로와상,공용주차장,화장실,무료 WIFI,소프트 클라우드, 유기농우유,어린이 출입가능,불가능",CNTS_200000000013051,음식점,카페이시도르,제주특별자치도 제주시 한림읍 금악리 117,제주특별자치도 제주시 한림읍 금악북로 353,"성이시돌 목장,정물오름,유기농우유,목장,크로와상,음식,카페","성이시돌 목장내에 위치한 카페이시도르는 성이시돌 목장센터 안에 전시관, 기념품 가게와 함께 자리하고 있으며 목장의 유기농 우유로 건강하고 맛있는 음료를 만든다.",53,0,0,0,0,0,0,0.0,33.3466065,126.3228809,064-796-0677,"성이시돌 목장내에 위치한 카페이시도르는 성이시돌 목장센터 안에 전시관, 기념품 가게와 함께 자리하고 있으며 넓은 창으로 들어오는 햇빛과 우드 인테리어가 조화로운 느낌을 자아낸다. 이 곳은 성이시돌 목장의 유기농 우유로 건강하고 맛있는 음료를 만들고 있는데 그 중에서 목장의 우유로 만든 도넛 모양의 생크림이 올라가 부드럽고 커피와의 조화가 좋은 소프트 클라우드커피, 코코아, 녹차라떼, 진저라떼 등 유기농 우유로 만든 다양한 메뉴들은 카페이시도르의 대표메뉴이다. 또한 크로와상, 메이플피칸, 시오빵 등 다양한 빵이 마련되어 있어 유기농 우유와 함께 곁들어 즐길 수 있다. ",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/43be7e85-8e93-440b-860e-5bc541097ed2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/10/5b834861-4c00-4f64-82af-ae23e4f2ab64.jpg
903,"이도동,카페,소금커피,음식,공용주차장,화장실,무료 WIFI,블랙스톤, 돌맹이라떼, 솔드스톤,어린이 출입가능,가능",CNTS_200000000013011,음식점,솔트스톤,제주특별자치도 제주시 이도이동 413-4,제주특별자치도 제주시 연삼로 495,"이도동,카페,소금커피,음식","제주시 이도동에 위치한 솔트스톤은 '제주의 돌이 소금을 만들고, 소금이 바닷물이 되어 지금의 제주가 되었다'라는 스토리를 모티브로한 소금커피전문점이다.",67,0,0,0,0,0,0,0.0,33.5003744,126.5425664,064-757-3338,"제주시 이도동에 위치한 솔트스톤은 '제주의 돌이 소금을 만들고, 소금이 바닷물이 되어 지금의 제주가 되었다'라는 스토리를 모티브로한 소금커피전문점이다. 그 중에서 제주 현무암 색깔을 표현한 검은 먹색의 달달하고 짭짤한 블랙스톤, 제주돌맹이와 비슷하게 커피를 굳히고 우유를 부어 먹는 돌멩이라떼, 제주 파도거품모양을 표현한 단짠맛의 소금커피인 솔트스톤은 솔트스톤의 대표메뉴이다. 또한 이 곳은 넓직한 매장내부를 가지고 있으며 이 곳 한켠에 다양한 종류의 베이커리와 디저트를 판매하고 있어 다양한 음료와 함께 곁들여 먹으면서 여유를 즐길 수 있다. ",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/c709d781-4a7e-487a-a80e-90afad911a0c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/07/d947bd96-b603-4ae5-95aa-aeea813c661a.jpg
